Date,Open,High,Low,Close,Volume,Adj Close
2016-08-22,58.82,59.459999,58.650002,58.66,8266000,58.497169
2016-08-19,57.400002,59.139999,57.25,58.900002,15987100,58.736504
2016-08-18,56.990002,57.459999,56.900002,57.209999,6043600,57.051193
2016-08-17,56.869999,56.970001,56.540001,56.860001,7340500,56.702166
2016-08-16,56.799999,57.040001,56.419998,56.880001,4901800,56.722111
2016-08-15,56.650002,57.060001,56.619999,56.77,4836300,56.612416
2016-08-12,56.700001,56.759998,56.130001,56.450001,5393400,56.293304
2016-08-11,55.630001,56.889999,55.48,56.73,9539500,56.572526
2016-08-10,55.950001,56.18,55.07,55.130001,6881400,54.976969
2016-08-09,56.080002,56.240002,55.689999,55.77,8044400,55.615191
2016-08-08,56.130001,56.389999,55.68,55.98,6307000,55.824608
2016-08-05,55.32,56.060001,55.169998,55.849998,7512500,55.694967
2016-08-04,54.959999,55.57,54.650002,54.790001,8678100,54.637912
2016-08-03,54.549999,55.189999,54.279999,54.75,9687300,54.598022
2016-08-02,55.23,55.279999,54.779999,54.919998,7145600,54.767549
2016-08-01,55.73,55.869999,55.299999,55.41,6268400,55.25619
2016-07-29,55.27,55.66,55.209999,55.50,6353400,55.34594
2016-07-28,55.59,55.810001,54.98,55.450001,9574100,55.29608
2016-07-27,56.50,57.00,55.470001,55.790001,10295400,55.635136
2016-07-26,57.200001,57.869999,56.25,56.369999,8546700,56.213524
2016-07-25,56.869999,57.150002,56.459999,57.139999,7256300,56.981387
2016-07-22,56.82,56.959999,56.43,56.73,8614700,56.572526
2016-07-21,57.990002,58.029999,56.57,56.990002,8262000,56.831806
2016-07-20,57.990002,58.099998,57.740002,57.759998,5872400,57.599665
2016-07-19,57.459999,57.77,57.150002,57.759998,7442700,57.599665
2016-07-18,58.00,58.16,57.740002,57.740002,6478900,57.579724
2016-07-15,58.59,58.869999,57.869999,57.869999,9225200,57.709361
2016-07-14,58.299999,58.599998,58.150002,58.490002,7488400,58.327642
2016-07-13,58.18,58.439999,57.73,57.990002,9126500,57.82903
2016-07-12,57.09,58.200001,57.07,58.060001,11164400,57.898836
2016-07-11,56.830002,57.23,56.709999,56.830002,8122500,56.67225
2016-07-08,56.099998,56.82,56.09,56.720001,8645900,56.562555
2016-07-07,55.799999,55.98,55.560001,55.919998,6948000,55.764773
2016-07-06,54.880001,55.810001,54.82,55.799999,7863400,55.645107
2016-07-05,55.34,55.91,55.009998,55.200001,10256100,55.046774
2016-07-01,55.07,55.810001,54.91,55.610001,9285100,55.455636
2016-06-30,55.290001,55.43,54.599998,55.200001,17350500,55.046774
2016-06-29,54.50,55.139999,52.889999,55.130001,36084800,54.976969
2016-06-28,52.040001,53.200001,51.57,53.09,20837800,52.94263
2016-06-27,52.00,52.52,51.48,51.889999,15265700,51.745961
2016-06-24,52.360001,53.360001,52.18,52.59,18481200,52.444018
2016-06-23,55.110001,55.18,53.950001,54.119999,11219800,53.96977
2016-06-22,55.00,55.139999,54.529999,54.57,7019600,54.418522
2016-06-21,54.459999,55.09,54.439999,54.77,8278200,54.617967
2016-06-20,54.23,55.150002,54.23,54.360001,8429400,54.209106
2016-06-17,53.450001,53.869999,53.16,53.709999,11007100,53.560908
2016-06-16,53.540001,53.639999,52.939999,53.470001,14456500,53.321577
2016-06-15,54.240002,55.060001,54.240002,54.310001,7498400,54.159245
2016-06-14,54.580002,54.939999,54.080002,54.119999,9585600,53.96977
2016-06-13,55.00,55.639999,54.880001,54.91,8582200,54.757578
2016-06-10,54.639999,55.360001,54.549999,55.110001,12183600,54.957024
2016-06-09,54.110001,55.049999,53.880001,54.939999,11609800,54.787494
2016-06-08,53.830002,54.34,53.66,54.119999,12068500,53.96977
2016-06-07,54.16,54.349998,53.549999,53.549999,13334000,53.401353
2016-06-06,53.77,54.540001,53.689999,54.299999,13808300,54.149271
2016-06-03,54.290001,54.57,53.400002,53.450001,17217300,53.301632
2016-06-02,54.220001,54.669998,54.220001,54.529999,13901700,54.378632
2016-06-01,53.330002,55.040001,52.919998,54.93,28409300,54.617967
2016-05-31,56.41,56.470001,55.169998,55.220001,14233600,54.906321
2016-05-27,56.169998,56.529999,55.98,56.189999,8479000,55.870808
2016-05-26,56.049999,56.360001,55.599998,55.84,9063100,55.522798
2016-05-25,56.470001,56.689999,55.77,55.990002,9921500,55.671947
2016-05-24,56.049999,56.77,55.860001,56.59,11098700,56.268537
2016-05-23,56.599998,56.970001,55.950001,55.990002,7780700,55.671947
2016-05-20,55.880001,57.060001,55.41,56.48,13745300,56.159161
2016-05-19,55.82,57.299999,55.669998,57.040001,9376500,56.715982
2016-05-18,56.759998,56.869999,55.669998,56.119999,11532800,55.801206
2016-05-17,57.150002,57.380001,56.650002,57.099998,7620700,56.775638
2016-05-16,57.27,57.529999,56.630001,57.139999,8045900,56.815412
2016-05-13,57.740002,58.119999,57.279999,57.310001,7392600,56.984448
2016-05-12,57.52,58.34,57.310001,57.990002,8083700,57.660586
2016-05-11,58.50,58.68,56.849998,57.009998,12823000,56.68615
2016-05-10,58.610001,59.990002,58.610001,59.200001,7600200,58.863712
2016-05-09,58.59,59.189999,58.450001,58.720001,5604900,58.386439
2016-05-06,58.16,58.439999,57.380001,58.43,7152000,58.098085
2016-05-05,58.939999,58.98,58.00,58.189999,7846000,57.859447
2016-05-04,59.23,59.959999,58.82,59.110001,8062800,58.774223
2016-05-03,59.240002,59.849998,59.029999,59.52,8061300,59.181893
2016-05-02,59.09,59.75,58.990002,59.59,8647800,59.251496
2016-04-29,58.41,59.09,58.099998,58.939999,8178700,58.605186
2016-04-28,58.950001,59.889999,58.419998,58.540001,6028600,58.207461
2016-04-27,59.630001,59.73,58.630001,59.27,8094600,58.933314
2016-04-26,59.310001,59.970001,59.27,59.540001,5582200,59.20178
2016-04-25,59.34,59.419998,58.759998,59.209999,6117700,58.873653
2016-04-22,60.18,60.220001,58.970001,59.43,8294300,59.092405
2016-04-21,60.529999,60.529999,59.709999,60.080002,7156700,59.738714
2016-04-20,59.43,60.240002,59.43,59.619999,7177500,59.281324
2016-04-19,59.959999,59.990002,59.330002,59.560001,6594400,59.221667
2016-04-18,59.380001,60.00,59.380001,59.57,6059600,59.231609
2016-04-15,59.02,59.59,58.389999,59.50,7653600,59.162007
2016-04-14,59.709999,60.34,59.439999,59.490002,7785200,59.152065
2016-04-13,59.02,59.950001,58.830002,59.580002,10629100,59.241554
2016-04-12,58.00,58.619999,56.889999,58.549999,12471100,58.217402
2016-04-11,59.73,59.779999,57.82,57.919998,12593400,57.59098
2016-04-08,60.490002,60.560001,59.32,59.419998,8761700,59.082459
2016-04-07,59.790001,60.580002,59.709999,60.299999,7092900,59.957461
2016-04-06,59.599998,60.68,59.189999,60.310001,10201500,59.967407
2016-04-05,59.619999,60.169998,59.439999,59.669998,7554000,59.331039
2016-04-04,61.73,61.849998,59.419998,59.970001,16523400,59.629338
2016-04-01,61.220001,61.82,61.150002,61.59,7555300,61.240134
2016-03-31,61.990002,62.639999,61.310001,61.470001,8257800,61.120817
2016-03-30,61.77,62.41,61.77,62.040001,7859300,61.687579
2016-03-29,61.259998,61.900002,61.25,61.490002,7837800,61.140704
2016-03-28,61.580002,61.98,61.25,61.34,7899000,60.991555
2016-03-24,62.060001,62.139999,61.119999,61.650002,12231300,61.299795
2016-03-23,61.330002,63.450001,61.150002,62.439999,26987000,62.085304
2016-03-22,64.830002,65.440002,64.169998,64.900002,18212900,64.531333
2016-03-21,63.549999,65.290001,63.400002,64.720001,13635400,64.352355
2016-03-18,63.549999,63.98,62.849998,62.990002,13192900,62.632183
2016-03-17,61.759998,63.380001,61.740002,63.18,9926800,62.821102
2016-03-16,61.470001,62.23,61.290001,61.860001,7018300,61.508601
2016-03-15,60.50,61.75,60.360001,61.400002,6188800,61.051215
2016-03-14,60.189999,61.330002,60.099998,60.810001,7090500,60.464566
2016-03-11,59.130001,60.439999,59.130001,60.080002,8834400,59.738714
2016-03-10,58.700001,59.040001,57.970001,58.880001,9402600,58.54553
2016-03-09,59.580002,59.619999,57.950001,58.330002,12766900,57.998655
2016-03-08,59.029999,60.599998,58.709999,59.810001,9307900,59.470247
2016-03-07,61.07,61.139999,58.790001,59.25,12829600,58.913427
2016-03-04,61.419998,61.540001,60.380001,61.259998,7279400,60.912007
2016-03-03,62.049999,62.200001,60.919998,61.470001,7924400,61.120817
2016-03-02,62.52,62.889999,61.50,62.220001,8465800,61.707465
2016-03-01,61.970001,63.099998,61.75,62.919998,7438300,62.401696
2016-02-29,62.459999,62.68,61.580002,61.59,7720600,61.082654
2016-02-26,62.639999,63.490002,62.470001,62.599998,8896100,62.084332
2016-02-25,60.68,62.380001,60.630001,62.380001,8524300,61.866147
2016-02-24,59.740002,60.700001,59.200001,60.400002,10390800,59.902458
2016-02-23,60.259998,60.740002,59.889999,60.209999,7504600,59.71402
2016-02-22,59.310001,60.48,59.259998,60.169998,11523400,59.674349
2016-02-19,58.50,59.310001,57.630001,59.310001,10080100,58.821436
2016-02-18,58.169998,58.959999,57.98,58.599998,9658600,58.117282
2016-02-17,58.599998,58.599998,57.099998,58.169998,10332700,57.690824
2016-02-16,57.57,58.00,56.82,57.790001,8058000,57.313957
2016-02-12,57.369999,57.450001,55.50,56.419998,10229500,55.955239
2016-02-11,56.459999,56.91,55.389999,56.00,13090900,55.538701
2016-02-10,56.540001,58.18,55.93,57.41,13376800,56.937086
2016-02-09,54.50,56.619999,54.279999,55.68,10915700,55.221337
2016-02-08,56.099998,56.209999,53.639999,55.040001,21214500,54.58661
2016-02-05,59.759998,59.84,56.98,57.169998,14415900,56.699061
2016-02-04,62.02,62.16,59.990002,60.169998,10455700,59.674349
2016-02-03,62.880001,62.900002,61.299999,62.490002,7213500,61.975241
2016-02-02,63.02,63.50,62.310001,62.549999,9458500,62.034745
2016-02-01,61.75,63.470001,61.700001,63.16,8247800,62.639721
2016-01-29,61.200001,62.16,61.200001,62.009998,10475200,61.499192
2016-01-28,60.32,61.599998,59.98,61.200001,10207000,60.695867
2016-01-27,60.959999,61.099998,59.200001,59.580002,8593700,59.089213
2016-01-26,60.490002,61.369999,60.27,61.110001,8005200,60.606608
2016-01-25,61.09,61.299999,60.619999,60.700001,10383400,60.199986
2016-01-22,61.290001,61.470001,60.59,60.880001,8430100,60.378503
2016-01-21,59.080002,61.16,59.060001,60.560001,16121600,60.06114
2016-01-20,57.25,59.59,56.75,59.040001,16234200,58.55366
2016-01-19,58.189999,59.07,57.669998,58.32,9924300,57.83959
2016-01-15,56.93,58.139999,56.59,57.560001,12110100,57.085852
2016-01-14,59.00,59.349998,57.279999,58.509998,9989000,58.028023
2016-01-13,60.529999,60.529999,58.669998,58.779999,9944300,58.2958
2016-01-12,60.349998,60.82,59.57,59.939999,8292200,59.446244
2016-01-11,58.970001,60.040001,58.540001,59.549999,12825000,59.059457
2016-01-08,60.060001,60.790001,58.66,58.869999,11191300,58.385058
2016-01-07,60.389999,61.259998,59.779999,59.849998,10881300,59.356985
2016-01-06,61.299999,62.040001,61.150002,61.490002,6551600,60.983479
2016-01-05,61.720001,62.59,61.720001,62.380001,9220600,61.866147
2016-01-04,61.110001,61.91,60.860001,61.52,11626800,61.013231
2015-12-31,63.150002,63.169998,62.50,62.50,6393100,61.985157
2015-12-30,64.360001,64.400002,63.169998,63.25,5817900,62.728979
2015-12-29,64.309998,64.480003,64.019997,64.260002,6708600,63.730662
2015-12-28,63.209999,63.880001,62.799999,63.810001,8786800,63.284368
2015-12-24,64.550003,64.730003,62.150002,63.18,13889100,62.659556
2015-12-23,136.240005,136.389999,127.82,128.710007,57319400,63.82488
2015-12-22,131.479996,131.850006,129.820007,131.850006,17218400,65.381947
2015-12-21,129.679993,130.309998,128.610001,129.800003,8972600,64.365389
2015-12-18,129.729996,130.529999,128.369995,128.520004,13804600,63.730662
2015-12-17,131.699997,131.850006,130.070007,130.220001,7400800,64.573658
2015-12-16,129.369995,131.199997,128.820007,130.929993,7542200,64.92573
2015-12-15,129.600006,130.00,128.350006,128.610001,6869600,63.775289
2015-12-14,126.629997,128.330002,126.120003,127.860001,7991400,63.403378
2015-12-11,127.620003,127.739998,125.669998,126.290001,8276000,62.624845
2015-12-10,128.720001,129.639999,128.009995,128.639999,5647800,63.790165
2015-12-09,130.759995,131.539993,127.739998,128.839996,7442800,63.88934
2015-12-08,130.869995,132.740005,130.429993,131.699997,5605800,65.30756
2015-12-07,132.75,132.899994,130.610001,131.600006,6190000,65.257977
2015-12-04,129.800003,132.919998,129.800003,132.330002,7410400,65.461288
2015-12-03,133.110001,133.360001,129.00,129.119995,10649800,63.873355
2015-12-02,132.850006,133.220001,132.100006,132.649994,7965600,65.619582
2015-12-01,132.119995,133.419998,131.919998,133.309998,6857000,65.946074
2015-11-30,133.929993,134.190002,131.639999,132.279999,8738800,65.436552
2015-11-27,134.919998,135.300003,133.330002,134.330002,4527800,66.450652
2015-11-25,133.080002,134.550003,133.029999,134.130005,6989000,66.351717
2015-11-24,131.630005,132.979996,131.259995,132.509995,5311600,65.550327
2015-11-23,132.820007,133.00,131.779999,132.460007,7135600,65.525599
2015-11-20,132.070007,132.800003,130.479996,132.649994,19064800,65.619582
2015-11-19,126.260002,126.989998,125.379997,125.779999,8557600,62.221118
2015-11-18,123.040001,126.029999,122.660004,125.779999,10597800,62.221118
2015-11-17,123.050003,123.599998,120.419998,122.580002,10581600,60.638137
2015-11-16,121.800003,123.480003,121.339996,123.459999,9146400,61.073456
2015-11-13,125.080002,125.220001,121.150002,121.860001,16371000,60.281965
2015-11-12,127.00,128.00,125.410004,125.980003,9388000,62.320057
2015-11-11,130.279999,130.589996,127.279999,127.419998,8578000,63.032397
2015-11-10,130.089996,130.690002,129.529999,130.00,5287400,64.308677
2015-11-09,131.25,131.419998,129.270004,130.479996,6181200,64.546123
2015-11-06,131.600006,132.940002,131.360001,131.779999,4837600,65.189211
2015-11-05,131.179993,132.440002,130.460007,131.860001,5068200,65.228786
2015-11-04,131.389999,131.869995,129.880005,130.360001,5190200,64.486763
2015-11-03,131.240005,131.699997,130.679993,131.399994,5492000,65.001229
2015-11-02,131.729996,132.00,129.460007,131.190002,6123200,64.89735
2015-10-30,131.550003,131.619995,130.070007,131.029999,7230800,64.818199
2015-10-29,130.679993,131.470001,129.960007,131.119995,4959000,64.862719
2015-10-28,131.720001,132.050003,129.929993,131.289993,7091400,64.946814
2015-10-27,131.00,131.240005,129.660004,130.820007,6150000,64.71432
2015-10-26,130.270004,132.229996,130.270004,131.380005,6882800,64.991341
2015-10-23,133.070007,133.199997,128.910004,130.529999,10517800,64.570858
2015-10-22,132.869995,133.449997,130.580002,132.410004,9294800,65.500863
2015-10-21,132.649994,133.220001,131.830002,132.470001,5504000,65.530543
2015-10-20,133.050003,133.360001,131.970001,132.369995,8869400,65.481072
2015-10-19,131.710007,133.520004,131.110001,133.210007,12587800,65.89661
2015-10-16,129.50,130.589996,128.869995,130.470001,9321600,64.541179
2015-10-15,127.220001,129.169998,126.959999,128.789993,10764800,63.710109
2015-10-14,125.989998,126.610001,125.389999,125.839996,6509000,62.250798
2015-10-13,126.00,126.540001,125.589996,125.809998,6355400,62.235958
2015-10-12,125.199997,127.099998,125.019997,126.43,5449000,62.542662
2015-10-09,124.559998,125.339996,124.089996,124.940002,6940600,61.805587
2015-10-08,122.919998,125.239998,122.669998,124.910004,7622600,61.790747
2015-10-07,123.610001,124.449997,121.00,122.099998,10215400,60.400688
2015-10-06,124.269997,124.800003,122.589996,123.190002,7665400,60.939893
2015-10-05,125.839996,126.489998,124.089996,124.269997,9646400,61.474147
2015-10-02,122.089996,125.209999,121.559998,125.209999,9114400,61.939149
2015-10-01,123.160004,123.940002,121.279999,123.830002,8994200,61.256489
2015-09-30,120.739998,123.120003,120.739998,122.970001,9437800,60.831063
2015-09-29,122.00,122.089996,119.050003,119.669998,14414400,59.19861
2015-09-28,124.50,124.760002,120.849998,122.139999,16450800,60.420475
2015-09-25,123.129997,125.949997,122.699997,125.00,36968200,61.835267
2015-09-24,114.300003,115.150002,113.50,114.790001,14352600,56.784563
2015-09-23,115.970001,116.599998,115.199997,115.43,9055800,57.101159
2015-09-22,115.25,116.160004,114.379997,115.970001,7555400,57.368288
2015-09-21,115.669998,117.089996,114.760002,116.559998,8746600,57.660148
2015-09-18,114.150002,115.629997,113.760002,115.050003,18615000,56.913181
2015-09-17,115.239998,116.790001,114.559998,115.269997,8062600,57.022008
2015-09-16,114.330002,115.910004,113.839996,115.580002,8104400,57.175362
2015-09-15,111.900002,114.080002,110.800003,113.839996,7699400,56.314612
2015-09-14,111.510002,112.059998,111.139999,111.889999,6833200,55.349984
2015-09-11,110.230003,111.839996,109.989998,111.82,5589600,55.315356
2015-09-10,109.660004,111.040001,108.940002,110.379997,7363000,54.603013
2015-09-09,112.709999,112.989998,109.610001,109.860001,6349800,54.345779
2015-09-08,111.459999,111.870003,110.220001,111.75,5511400,55.280728
2015-09-04,109.220001,110.43,108.940002,109.690002,7126200,54.261684
2015-09-03,111.230003,112.089996,110.410004,110.849998,6065000,54.835514
2015-09-02,110.150002,110.779999,109.199997,110.699997,8536400,54.622797
2015-09-01,108.980003,109.830002,108.029999,108.629997,9385200,53.601395
2015-08-31,112.389999,112.489998,111.230003,111.75,7073600,55.140901
2015-08-28,112.599998,113.00,111.639999,112.50,7526200,55.510974
2015-08-27,110.370003,112.690002,109.629997,112.620003,13617400,55.570187
2015-08-26,106.50,109.010002,103.980003,108.760002,15156000,53.665544
2015-08-25,107.279999,107.309998,103.480003,103.529999,13616200,51.084899
2015-08-24,100.260002,107.379997,94.50,103.870003,19882600,51.252667
2015-08-21,111.470001,111.660004,106.839996,106.870003,15912800,52.73296
2015-08-20,113.709999,114.449997,112.239998,112.300003,6536800,55.41229
2015-08-19,114.00,116.050003,113.550003,114.959999,6188200,56.724814
2015-08-18,115.120003,115.68,114.589996,114.82,3669400,56.655734
2015-08-17,114.120003,115.129997,113.089996,114.980003,3917400,56.734685
2015-08-14,113.589996,114.57,113.110001,114.360001,4685200,56.428756
2015-08-13,113.269997,114.529999,112.949997,113.599998,5907800,56.053748
2015-08-12,113.540001,113.75,110.650002,113.059998,7127000,55.787294
2015-08-11,114.139999,114.989998,113.629997,114.459999,5107400,56.478098
2015-08-10,115.389999,116.169998,114.849998,115.360001,4613200,56.922187
2015-08-07,114.720001,114.959999,113.099998,114.510002,5907800,56.502771
2015-08-06,117.00,117.50,114.370003,115.120003,6211400,56.803765
2015-08-05,116.610001,117.720001,116.349998,116.75,6853000,57.608056
2015-08-04,114.949997,115.93,114.330002,115.769997,5229000,57.124492
2015-08-03,115.510002,116.00,113.589996,114.830002,4992000,56.660669
2015-07-31,115.50,115.940002,114.830002,115.220001,5078600,56.853107
2015-07-30,114.949997,115.400002,113.940002,115.010002,5594000,56.749487
2015-07-29,113.580002,115.339996,113.50,114.919998,6839800,56.705076
2015-07-28,112.07,113.910004,111.849998,113.470001,6948200,55.989603
2015-07-27,112.400002,112.919998,110.949997,111.730003,6648000,55.131034
2015-07-24,114.18,114.18,112.470001,112.989998,5967200,55.752754
2015-07-23,114.50,114.699997,113.809998,114.00,6714200,56.251121
2015-07-22,112.870003,114.220001,112.870003,114.089996,5954200,56.295528
2015-07-21,112.980003,113.57,112.720001,112.989998,4626400,55.752754
2015-07-20,113.269997,113.550003,112.82,113.129997,5978200,55.821834
2015-07-17,112.370003,112.980003,111.900002,112.800003,4545400,55.659005
2015-07-16,112.760002,112.900002,111.849998,112.339996,4334600,55.432024
2015-07-15,112.00,112.389999,111.690002,111.900002,5016400,55.214917
2015-07-14,112.839996,113.059998,111.919998,112.339996,5561400,55.432024
2015-07-13,111.239998,112.550003,110.800003,112.410004,5047600,55.466567
2015-07-10,110.529999,110.800003,109.00,110.519997,5159200,54.533979
2015-07-09,110.239998,110.919998,109.190002,109.440002,6165600,54.001077
2015-07-08,110.220001,110.75,109.00,109.269997,6733600,53.917191
2015-07-07,110.080002,111.330002,109.059998,111.290001,7207000,54.913923
2015-07-06,109.089996,110.510002,109.010002,109.839996,4991400,54.198446
2015-07-02,109.910004,110.730003,109.089996,109.870003,5900000,54.213252
2015-07-01,108.949997,109.43,108.589996,109.43,5924000,53.996142
2015-06-30,108.849998,108.879997,107.800003,108.019997,7531200,53.300402
2015-06-29,109.269997,109.489998,107.660004,107.669998,9005000,53.127702
2015-06-26,108.370003,110.339996,108.370003,109.709999,20287600,54.134302
2015-06-25,106.809998,106.809998,104.669998,105.220001,10811400,51.918798
2015-06-24,107.199997,107.370003,106.040001,106.220001,5056200,52.412229
2015-06-23,107.199997,107.260002,106.82,107.199997,5934200,52.895789
2015-06-22,106.860001,107.449997,106.650002,106.790001,4186600,52.693484
2015-06-19,106.029999,106.849998,105.940002,106.529999,7285600,52.565191
2015-06-18,105.050003,106.669998,105.010002,106.00,5690600,52.303674
2015-06-17,104.739998,105.169998,104.080002,104.75,4072400,51.686885
2015-06-16,103.480003,104.980003,103.440002,104.559998,5034000,51.593132
2015-06-15,103.099998,103.849998,102.730003,103.349998,4902000,50.996081
2015-06-12,103.550003,104.099998,103.209999,103.779999,4133000,51.208256
2015-06-11,105.089996,105.120003,103.470001,103.879997,6178000,51.257599
2015-06-10,101.830002,104.029999,101.660004,103.339996,6270400,50.991146
2015-06-09,101.489998,101.93,100.779999,101.349998,3476800,50.009219
2015-06-08,101.599998,101.889999,101.379997,101.440002,4314000,50.05363
2015-06-05,101.50,102.25,101.129997,102.029999,3791800,50.344752
2015-06-04,102.059998,103.300003,101.620003,101.949997,4467200,50.305277
2015-06-03,102.290001,103.089996,101.769997,102.510002,4745000,50.581601
2015-06-02,101.800003,102.690002,101.50,102.110001,4974400,50.384228
2015-06-01,101.769997,102.290001,101.449997,101.760002,4944000,50.211528
2015-05-29,102.300003,102.379997,101.040001,101.669998,5562200,50.167117
2015-05-28,102.230003,102.949997,101.510002,102.300003,5781600,50.477981
2015-05-27,103.480003,103.919998,102.309998,102.839996,8896800,50.606272
2015-05-26,104.43,104.75,103.18,103.419998,5691400,50.891684
2015-05-22,105.209999,105.220001,104.040001,104.43,5654800,51.388693
2015-05-21,104.870003,105.199997,104.239998,104.400002,5455200,51.373931
2015-05-20,104.919998,105.150002,104.209999,104.610001,5399200,51.477269
2015-05-19,104.620003,105.18,104.349998,104.639999,5971200,51.492031
2015-05-18,105.110001,105.50,104.419998,104.75,5045200,51.546161
2015-05-15,103.650002,105.029999,103.370003,104.980003,7865200,51.659343
2015-05-14,102.940002,103.510002,102.309998,103.440002,5433400,50.901527
2015-05-13,102.690002,102.730003,101.790001,102.160004,4508200,50.271656
2015-05-12,101.980003,102.690002,101.599998,102.370003,4676400,50.374994
2015-05-11,102.419998,103.220001,102.089996,102.790001,5339800,50.58167
2015-05-08,102.290001,103.300003,102.290001,102.440002,5534800,50.40944
2015-05-07,100.449997,101.589996,100.019997,101.449997,5526200,49.922271
2015-05-06,100.269997,101.00,99.68,100.220001,5396600,49.317005
2015-05-05,100.43,100.870003,100.260002,100.419998,5104400,49.415421
2015-05-04,101.00,101.199997,100.480003,100.830002,4557800,49.617179
2015-05-01,99.879997,100.82,99.410004,100.779999,6683400,49.592573
2015-04-30,99.75,100.510002,98.459999,98.839996,6497000,48.637922
2015-04-29,99.529999,100.489998,99.260002,100.169998,5395200,49.292399
2015-04-28,100.800003,100.800003,99.190002,99.860001,6031600,49.139853
2015-04-27,101.269997,102.00,100.769997,100.940002,5158400,49.671309
2015-04-24,100.459999,101.279999,100.209999,100.949997,4334000,49.676227
2015-04-23,99.779999,101.599998,99.449997,101.110001,4668200,49.754963
2015-04-22,100.300003,100.389999,99.290001,100.150002,3905800,49.282559
